instant,date,season,year,month,hours,holiday,one_week,category_day,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,total_count,status,time_category
2955,2011-05-08,Summer,2011,May,0,0,Sunday,Weekend,Misty,0.5,0.4848,59.0,0.1045,22,78,100,Rendah,Dini Hari
2956,2011-05-08,Summer,2011,May,1,0,Sunday,Weekend,Misty,0.52,0.5,55.00000000000001,0.0,8,56,64,Rendah,Dini Hari
2957,2011-05-08,Summer,2011,May,2,0,Sunday,Weekend,Clear,0.48,0.4697,63.0,0.0,17,42,59,Rendah,Dini Hari
2958,2011-05-08,Summer,2011,May,3,0,Sunday,Weekend,Clear,0.46,0.4545,72.0,0.0896,10,21,31,Rendah,Dini Hari
2959,2011-05-08,Summer,2011,May,4,0,Sunday,Weekend,Clear,0.42,0.4242,82.0,0.0,2,8,10,Rendah,Dini Hari
2960,2011-05-08,Summer,2011,May,5,0,Sunday,Weekend,Misty,0.44,0.4394,77.0,0.0,0,5,5,Rendah,Dini Hari
2961,2011-05-08,Summer,2011,May,6,0,Sunday,Weekend,Misty,0.44,0.4394,82.0,0.0,2,4,6,Rendah,Pagi
2962,2011-05-08,Summer,2011,May,7,0,Sunday,Weekend,Misty,0.46,0.4545,82.0,0.0,8,15,23,Rendah,Pagi
2963,2011-05-08,Summer,2011,May,8,0,Sunday,Weekend,Clear,0.52,0.5,63.0,0.1343,28,58,86,Rendah,Pagi
2964,2011-05-08,Summer,2011,May,9,0,Sunday,Weekend,Clear,0.56,0.5303,52.0,0.2239,48,112,160,Rendah,Pagi
2965,2011-05-08,Summer,2011,May,10,0,Sunday,Weekend,Clear,0.58,0.5455,49.0,0.1343,91,153,244,Tinggi,Pagi
2966,2011-05-08,Summer,2011,May,11,0,Sunday,Weekend,Clear,0.58,0.5455,49.0,0.0896,142,198,340,Tinggi,Pagi
2967,2011-05-08,Summer,2011,May,12,0,Sunday,Weekend,Clear,0.6,0.6212,46.0,0.0896,139,243,382,Tinggi,Siang
2968,2011-05-08,Summer,2011,May,13,0,Sunday,Weekend,Clear,0.6,0.6212,49.0,0.1343,166,224,390,Tinggi,Siang
2969,2011-05-08,Summer,2011,May,14,0,Sunday,Weekend,Clear,0.6,0.6212,49.0,0.0,126,240,366,Tinggi,Siang
2970,2011-05-08,Summer,2011,May,15,0,Sunday,Weekend,Clear,0.6,0.6212,49.0,0.0,128,230,358,Tinggi,Siang
2971,2011-05-08,Summer,2011,May,16,0,Sunday,Weekend,Clear,0.6,0.6212,46.0,0.1045,122,263,385,Tinggi,Siang
2972,2011-05-08,Summer,2011,May,17,0,Sunday,Weekend,Light_rainsnow,0.58,0.5455,49.0,0.2836,106,245,351,Tinggi,Siang
2973,2011-05-08,Summer,2011,May,18,0,Sunday,Weekend,Clear,0.58,0.5455,49.0,0.0,63,205,268,Tinggi,Malam
2974,2011-05-08,Summer,2011,May,19,0,Sunday,Weekend,Clear,0.56,0.5303,64.0,0.0,61,178,239,Tinggi,Malam
2975,2011-05-08,Summer,2011,May,20,0,Sunday,Weekend,Clear,0.52,0.5,77.0,0.1343,42,132,174,Rendah,Malam
2976,2011-05-08,Summer,2011,May,21,0,Sunday,Weekend,Clear,0.52,0.5,77.0,0.0896,32,95,127,Rendah,Malam
2977,2011-05-08,Summer,2011,May,22,0,Sunday,Weekend,Clear,0.5,0.4848,88.0,0.0896,29,86,115,Rendah,Malam
2978,2011-05-08,Summer,2011,May,23,0,Sunday,Weekend,Clear,0.46,0.4545,88.0,0.0896,9,41,50,Rendah,Malam
2979,2011-05-09,Summer,2011,May,0,0,Monday,Weekday,Clear,0.46,0.4545,82.0,0.0896,31,22,53,Rendah,Dini Hari
2980,2011-05-09,Summer,2011,May,1,0,Monday,Weekday,Clear,0.44,0.4394,88.0,0.0,25,8,33,Rendah,Dini Hari
2981,2011-05-09,Summer,2011,May,2,0,Monday,Weekday,Clear,0.44,0.4394,94.0,0.0,6,2,8,Rendah,Dini Hari
2982,2011-05-09,Summer,2011,May,3,0,Monday,Weekday,Clear,0.46,0.4545,82.0,0.0896,0,7,7,Rendah,Dini Hari
2983,2011-05-09,Summer,2011,May,4,0,Monday,Weekday,Clear,0.42,0.4242,82.0,0.1642,0,4,4,Rendah,Dini Hari
2984,2011-05-09,Summer,2011,May,5,0,Monday,Weekday,Clear,0.42,0.4242,77.0,0.1642,0,23,23,Rendah,Dini Hari
2985,2011-05-09,Summer,2011,May,6,0,Monday,Weekday,Clear,0.44,0.4394,72.0,0.2537,2,87,89,Rendah,Pagi
2986,2011-05-09,Summer,2011,May,7,0,Monday,Weekday,Clear,0.48,0.4697,63.0,0.2537,16,221,237,Tinggi,Pagi
2987,2011-05-09,Summer,2011,May,8,0,Monday,Weekday,Clear,0.52,0.5,55.00000000000001,0.2239,23,351,374,Tinggi,Pagi
2988,2011-05-09,Summer,2011,May,9,0,Monday,Weekday,Clear,0.54,0.5152,56.00000000000001,0.1642,36,142,178,Rendah,Pagi
2989,2011-05-09,Summer,2011,May,10,0,Monday,Weekday,Clear,0.56,0.5303,52.0,0.194,24,95,119,Rendah,Pagi
2990,2011-05-09,Summer,2011,May,11,0,Monday,Weekday,Clear,0.6,0.6212,46.0,0.2239,26,99,125,Rendah,Pagi
2991,2011-05-09,Summer,2011,May,12,0,Monday,Weekday,Clear,0.6,0.6212,43.0,0.194,35,160,195,Tinggi,Siang
2992,2011-05-09,Summer,2011,May,13,0,Monday,Weekday,Clear,0.62,0.6212,38.0,0.2836,36,138,174,Rendah,Siang
2993,2011-05-09,Summer,2011,May,14,0,Monday,Weekday,Clear,0.62,0.6212,41.0,0.2239,44,118,162,Rendah,Siang
2994,2011-05-09,Summer,2011,May,15,0,Monday,Weekday,Clear,0.62,0.6212,41.0,0.2239,51,148,199,Tinggi,Siang
2995,2011-05-09,Summer,2011,May,16,0,Monday,Weekday,Clear,0.64,0.6212,38.0,0.2239,49,255,304,Tinggi,Siang
2996,2011-05-09,Summer,2011,May,17,0,Monday,Weekday,Clear,0.62,0.6212,38.0,0.2537,59,539,598,Tinggi,Siang
2997,2011-05-09,Summer,2011,May,18,0,Monday,Weekday,Clear,0.62,0.6212,38.0,0.2985,66,458,524,Tinggi,Malam
2998,2011-05-09,Summer,2011,May,19,0,Monday,Weekday,Clear,0.58,0.5455,43.0,0.194,45,339,384,Tinggi,Malam
2999,2011-05-09,Summer,2011,May,20,0,Monday,Weekday,Clear,0.54,0.5152,49.0,0.194,25,214,239,Tinggi,Malam
3000,2011-05-09,Summer,2011,May,21,0,Monday,Weekday,Clear,0.52,0.5,59.0,0.1343,28,128,156,Rendah,Malam
3001,2011-05-09,Summer,2011,May,22,0,Monday,Weekday,Clear,0.52,0.5,68.0,0.0896,21,95,116,Rendah,Malam
3002,2011-05-09,Summer,2011,May,23,0,Monday,Weekday,Clear,0.5,0.4848,68.0,0.0896,16,45,61,Rendah,Malam
3003,2011-05-10,Summer,2011,May,0,0,Tuesday,Weekday,Clear,0.48,0.4697,63.0,0.0,6,12,18,Rendah,Dini Hari
3004,2011-05-10,Summer,2011,May,1,0,Tuesday,Weekday,Clear,0.46,0.4545,59.0,0.0896,3,12,15,Rendah,Dini Hari
3005,2011-05-10,Summer,2011,May,2,0,Tuesday,Weekday,Clear,0.44,0.4394,57.99999999999999,0.1343,1,4,5,Rendah,Dini Hari
3006,2011-05-10,Summer,2011,May,3,0,Tuesday,Weekday,Clear,0.44,0.4394,54.0,0.194,1,3,4,Rendah,Dini Hari
3007,2011-05-10,Summer,2011,May,4,0,Tuesday,Weekday,Clear,0.42,0.4242,62.0,0.2537,0,2,2,Rendah,Dini Hari
3008,2011-05-10,Summer,2011,May,5,0,Tuesday,Weekday,Clear,0.4,0.4091,66.0,0.2239,1,28,29,Rendah,Dini Hari
3009,2011-05-10,Summer,2011,May,6,0,Tuesday,Weekday,Clear,0.42,0.4242,67.0,0.1343,9,103,112,Rendah,Pagi
3010,2011-05-10,Summer,2011,May,7,0,Tuesday,Weekday,Misty,0.44,0.4394,62.0,0.1343,13,301,314,Tinggi,Pagi
3011,2011-05-10,Summer,2011,May,8,0,Tuesday,Weekday,Misty,0.5,0.4848,51.0,0.1045,28,397,425,Tinggi,Pagi
3012,2011-05-10,Summer,2011,May,9,0,Tuesday,Weekday,Misty,0.52,0.5,48.0,0.1045,29,176,205,Tinggi,Pagi
3013,2011-05-10,Summer,2011,May,10,0,Tuesday,Weekday,Misty,0.56,0.5303,37.0,0.0896,27,100,127,Rendah,Pagi
3014,2011-05-10,Summer,2011,May,11,0,Tuesday,Weekday,Misty,0.56,0.5303,43.0,0.1343,17,108,125,Rendah,Pagi
3015,2011-05-10,Summer,2011,May,12,0,Tuesday,Weekday,Misty,0.6,0.6212,38.0,0.0,47,170,217,Tinggi,Siang
3016,2011-05-10,Summer,2011,May,13,0,Tuesday,Weekday,Misty,0.62,0.6212,38.0,0.2537,50,152,202,Tinggi,Siang
3017,2011-05-10,Summer,2011,May,14,0,Tuesday,Weekday,Misty,0.62,0.6212,33.0,0.0,42,134,176,Rendah,Siang
3018,2011-05-10,Summer,2011,May,15,0,Tuesday,Weekday,Misty,0.64,0.6212,33.0,0.0896,28,152,180,Rendah,Siang
3019,2011-05-10,Summer,2011,May,16,0,Tuesday,Weekday,Clear,0.66,0.6212,31.0,0.1045,56,271,327,Tinggi,Siang
3020,2011-05-10,Summer,2011,May,17,0,Tuesday,Weekday,Clear,0.64,0.6212,33.0,0.0,79,532,611,Tinggi,Siang
3021,2011-05-10,Summer,2011,May,18,0,Tuesday,Weekday,Clear,0.64,0.6212,28.999999999999996,0.1343,70,480,550,Tinggi,Malam
3022,2011-05-10,Summer,2011,May,19,0,Tuesday,Weekday,Clear,0.6,0.6212,43.0,0.2239,69,365,434,Tinggi,Malam
3023,2011-05-10,Summer,2011,May,20,0,Tuesday,Weekday,Clear,0.54,0.5152,60.0,0.1343,50,241,291,Tinggi,Malam
3024,2011-05-10,Summer,2011,May,21,0,Tuesday,Weekday,Clear,0.54,0.5152,52.0,0.0,30,173,203,Tinggi,Malam
3025,2011-05-10,Summer,2011,May,22,0,Tuesday,Weekday,Clear,0.52,0.5,55.00000000000001,0.1045,29,121,150,Rendah,Malam
3026,2011-05-10,Summer,2011,May,23,0,Tuesday,Weekday,Misty,0.52,0.5,59.0,0.1343,9,72,81,Rendah,Malam
3027,2011-05-11,Summer,2011,May,0,0,Wednesday,Weekday,Misty,0.52,0.5,55.00000000000001,0.1343,8,30,38,Rendah,Dini Hari
3028,2011-05-11,Summer,2011,May,1,0,Wednesday,Weekday,Misty,0.5,0.4848,59.0,0.1045,4,16,20,Rendah,Dini Hari
3029,2011-05-11,Summer,2011,May,2,0,Wednesday,Weekday,Clear,0.52,0.5,59.0,0.0,6,4,10,Rendah,Dini Hari
3030,2011-05-11,Summer,2011,May,3,0,Wednesday,Weekday,Clear,0.5,0.4848,63.0,0.2239,0,3,3,Rendah,Dini Hari
3031,2011-05-11,Summer,2011,May,4,0,Wednesday,Weekday,Misty,0.48,0.4697,88.0,0.1343,0,2,2,Rendah,Dini Hari
3032,2011-05-11,Summer,2011,May,5,0,Wednesday,Weekday,Clear,0.46,0.4545,88.0,0.1343,0,20,20,Rendah,Dini Hari
3033,2011-05-11,Summer,2011,May,6,0,Wednesday,Weekday,Clear,0.46,0.4545,82.0,0.1343,6,93,99,Rendah,Pagi
3034,2011-05-11,Summer,2011,May,7,0,Wednesday,Weekday,Clear,0.48,0.4697,72.0,0.194,25,293,318,Tinggi,Pagi
3035,2011-05-11,Summer,2011,May,8,0,Wednesday,Weekday,Clear,0.48,0.4697,77.0,0.2537,21,421,442,Tinggi,Pagi
3036,2011-05-11,Summer,2011,May,9,0,Wednesday,Weekday,Clear,0.52,0.5,72.0,0.1343,21,182,203,Tinggi,Pagi
3037,2011-05-11,Summer,2011,May,10,0,Wednesday,Weekday,Clear,0.54,0.5152,68.0,0.0896,30,124,154,Rendah,Pagi
3038,2011-05-11,Summer,2011,May,11,0,Wednesday,Weekday,Clear,0.56,0.5303,64.0,0.0896,18,123,141,Rendah,Pagi
3039,2011-05-11,Summer,2011,May,12,0,Wednesday,Weekday,Clear,0.6,0.6212,56.00000000000001,0.0,41,185,226,Tinggi,Siang
3040,2011-05-11,Summer,2011,May,13,0,Wednesday,Weekday,Clear,0.62,0.6212,50.0,0.0,36,157,193,Tinggi,Siang
3041,2011-05-11,Summer,2011,May,14,0,Wednesday,Weekday,Clear,0.62,0.6212,53.0,0.0896,36,141,177,Rendah,Siang
3042,2011-05-11,Summer,2011,May,15,0,Wednesday,Weekday,Clear,0.64,0.6212,41.0,0.0,48,131,179,Rendah,Siang
3043,2011-05-11,Summer,2011,May,16,0,Wednesday,Weekday,Clear,0.66,0.6212,39.0,0.0,49,240,289,Tinggi,Siang
3044,2011-05-11,Summer,2011,May,17,0,Wednesday,Weekday,Clear,0.64,0.6212,47.0,0.1045,17,242,259,Tinggi,Siang
3045,2011-05-11,Summer,2011,May,18,0,Wednesday,Weekday,Clear,0.62,0.6212,50.0,0.2985,40,234,274,Tinggi,Malam
3046,2011-05-11,Summer,2011,May,19,0,Wednesday,Weekday,Clear,0.56,0.5303,52.0,0.1343,60,341,401,Tinggi,Malam
3047,2011-05-11,Summer,2011,May,20,0,Wednesday,Weekday,Clear,0.54,0.5152,64.0,0.1343,28,245,273,Tinggi,Malam
3048,2011-05-11,Summer,2011,May,21,0,Wednesday,Weekday,Clear,0.54,0.5152,60.0,0.0,32,202,234,Tinggi,Malam
3049,2011-05-11,Summer,2011,May,22,0,Wednesday,Weekday,Clear,0.5,0.4848,72.0,0.2537,12,134,146,Rendah,Malam
3050,2011-05-11,Summer,2011,May,23,0,Wednesday,Weekday,Clear,0.46,0.4545,88.0,0.2537,12,69,81,Rendah,Malam
3051,2011-05-12,Summer,2011,May,0,0,Thursday,Weekday,Misty,0.46,0.4545,88.0,0.2239,5,39,44,Rendah,Dini Hari
3052,2011-05-12,Summer,2011,May,1,0,Thursday,Weekday,Clear,0.46,0.4545,88.0,0.2239,1,16,17,Rendah,Dini Hari
3053,2011-05-12,Summer,2011,May,2,0,Thursday,Weekday,Clear,0.44,0.4394,94.0,0.194,1,14,15,Rendah,Dini Hari
3054,2011-05-12,Summer,2011,May,3,0,Thursday,Weekday,Clear,0.44,0.4394,88.0,0.1343,0,5,5,Rendah,Dini Hari
3055,2011-05-12,Summer,2011,May,4,0,Thursday,Weekday,Clear,0.42,0.4242,94.0,0.0,1,5,6,Rendah,Dini Hari
3056,2011-05-12,Summer,2011,May,5,0,Thursday,Weekday,Clear,0.42,0.4242,94.0,0.1343,2,27,29,Rendah,Dini Hari
3057,2011-05-12,Summer,2011,May,6,0,Thursday,Weekday,Clear,0.44,0.4394,88.0,0.0,9,103,112,Rendah,Pagi
3058,2011-05-12,Summer,2011,May,7,0,Thursday,Weekday,Clear,0.46,0.4545,88.0,0.1343,14,283,297,Tinggi,Pagi
3059,2011-05-12,Summer,2011,May,8,0,Thursday,Weekday,Clear,0.48,0.4697,82.0,0.194,27,394,421,Tinggi,Pagi
3060,2011-05-12,Summer,2011,May,9,0,Thursday,Weekday,Misty,0.5,0.4848,77.0,0.2836,21,191,212,Tinggi,Pagi
3061,2011-05-12,Summer,2011,May,10,0,Thursday,Weekday,Misty,0.54,0.5152,68.0,0.2239,28,119,147,Rendah,Pagi
3062,2011-05-12,Summer,2011,May,11,0,Thursday,Weekday,Clear,0.58,0.5455,60.0,0.2239,43,136,179,Rendah,Pagi
3063,2011-05-12,Summer,2011,May,12,0,Thursday,Weekday,Clear,0.58,0.5455,60.0,0.2239,43,164,207,Tinggi,Siang
3064,2011-05-12,Summer,2011,May,13,0,Thursday,Weekday,Misty,0.62,0.6212,56.99999999999999,0.2985,48,170,218,Tinggi,Siang
3065,2011-05-12,Summer,2011,May,14,0,Thursday,Weekday,Misty,0.62,0.6061,61.0,0.2239,43,148,191,Tinggi,Siang
3066,2011-05-12,Summer,2011,May,15,0,Thursday,Weekday,Misty,0.64,0.6212,53.0,0.2537,54,163,217,Tinggi,Siang
3067,2011-05-12,Summer,2011,May,16,0,Thursday,Weekday,Misty,0.64,0.6212,56.99999999999999,0.2537,50,238,288,Tinggi,Siang
3068,2011-05-12,Summer,2011,May,17,0,Thursday,Weekday,Misty,0.64,0.6212,56.99999999999999,0.194,54,540,594,Tinggi,Siang
3069,2011-05-12,Summer,2011,May,18,0,Thursday,Weekday,Clear,0.62,0.6061,69.0,0.2239,64,463,527,Tinggi,Malam
3070,2011-05-12,Summer,2011,May,19,0,Thursday,Weekday,Misty,0.6,0.6061,64.0,0.194,59,305,364,Tinggi,Malam
3071,2011-05-12,Summer,2011,May,20,0,Thursday,Weekday,Clear,0.6,0.6061,64.0,0.194,56,220,276,Tinggi,Malam
3072,2011-05-12,Summer,2011,May,21,0,Thursday,Weekday,Clear,0.56,0.5303,83.0,0.1343,31,192,223,Tinggi,Malam
3073,2011-05-12,Summer,2011,May,22,0,Thursday,Weekday,Clear,0.54,0.5152,83.0,0.194,25,147,172,Rendah,Malam
3074,2011-05-12,Summer,2011,May,23,0,Thursday,Weekday,Misty,0.54,0.5152,77.0,0.194,16,87,103,Rendah,Malam
3075,2011-05-13,Summer,2011,May,0,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.1642,6,46,52,Rendah,Dini Hari
3076,2011-05-13,Summer,2011,May,1,0,Friday,Weekday,Clear,0.52,0.5,83.0,0.1642,5,15,20,Rendah,Dini Hari
3077,2011-05-13,Summer,2011,May,2,0,Friday,Weekday,Misty,0.5,0.4848,88.0,0.1343,3,8,11,Rendah,Dini Hari
3078,2011-05-13,Summer,2011,May,3,0,Friday,Weekday,Misty,0.5,0.4848,88.0,0.1343,2,2,4,Rendah,Dini Hari
3079,2011-05-13,Summer,2011,May,4,0,Friday,Weekday,Light_rainsnow,0.5,0.4848,88.0,0.1642,2,3,5,Rendah,Dini Hari
3080,2011-05-13,Summer,2011,May,5,0,Friday,Weekday,Misty,0.5,0.4848,88.0,0.194,1,24,25,Rendah,Dini Hari
3081,2011-05-13,Summer,2011,May,6,0,Friday,Weekday,Light_rainsnow,0.5,0.4848,88.0,0.1343,6,76,82,Rendah,Pagi
3082,2011-05-13,Summer,2011,May,7,0,Friday,Weekday,Light_rainsnow,0.5,0.4848,88.0,0.1642,16,141,157,Rendah,Pagi
3083,2011-05-13,Summer,2011,May,8,0,Friday,Weekday,Misty,0.5,0.4848,88.0,0.194,26,361,387,Tinggi,Pagi
3084,2011-05-13,Summer,2011,May,9,0,Friday,Weekday,Misty,0.5,0.4848,88.0,0.194,18,215,233,Tinggi,Pagi
3085,2011-05-13,Summer,2011,May,10,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.1343,31,99,130,Rendah,Pagi
3086,2011-05-13,Summer,2011,May,11,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.1642,56,90,146,Rendah,Pagi
3087,2011-05-13,Summer,2011,May,12,0,Friday,Weekday,Misty,0.52,0.5,88.0,0.194,53,170,223,Tinggi,Siang
3088,2011-05-13,Summer,2011,May,13,0,Friday,Weekday,Misty,0.52,0.5,88.0,0.3881,69,157,226,Tinggi,Siang
3089,2011-05-13,Summer,2011,May,14,0,Friday,Weekday,Misty,0.52,0.5,87.0,0.2836,70,120,190,Tinggi,Siang
3090,2011-05-13,Summer,2011,May,15,0,Friday,Weekday,Misty,0.52,0.5,88.0,0.1642,56,142,198,Tinggi,Siang
3091,2011-05-13,Summer,2011,May,16,0,Friday,Weekday,Misty,0.52,0.5,88.0,0.1343,44,256,300,Tinggi,Siang
3092,2011-05-13,Summer,2011,May,17,0,Friday,Weekday,Light_rainsnow,0.52,0.5,88.0,0.1642,62,429,491,Tinggi,Siang
3093,2011-05-13,Summer,2011,May,18,0,Friday,Weekday,Light_rainsnow,0.52,0.5,88.0,0.1642,39,359,398,Tinggi,Malam
3094,2011-05-13,Summer,2011,May,19,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.194,25,245,270,Tinggi,Malam
3095,2011-05-13,Summer,2011,May,20,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.1343,22,130,152,Rendah,Malam
3096,2011-05-13,Summer,2011,May,21,0,Friday,Weekday,Misty,0.52,0.5,84.0,0.1642,24,130,154,Rendah,Malam
3097,2011-05-13,Summer,2011,May,22,0,Friday,Weekday,Misty,0.52,0.5,83.0,0.2239,25,107,132,Rendah,Malam
3098,2011-05-13,Summer,2011,May,23,0,Friday,Weekday,Light_rainsnow,0.5,0.4848,88.0,0.1642,31,88,119,Rendah,Malam
3099,2011-05-14,Summer,2011,May,0,0,Saturday,Weekend,Misty,0.5,0.4848,88.0,0.1343,24,78,102,Rendah,Dini Hari
3100,2011-05-14,Summer,2011,May,1,0,Saturday,Weekend,Misty,0.5,0.4848,88.0,0.1343,18,64,82,Rendah,Dini Hari
3101,2011-05-14,Summer,2011,May,2,0,Saturday,Weekend,Misty,0.5,0.4848,88.0,0.1343,15,37,52,Rendah,Dini Hari
3102,2011-05-14,Summer,2011,May,3,0,Saturday,Weekend,Misty,0.5,0.4848,88.0,0.1343,5,30,35,Rendah,Dini Hari
3103,2011-05-14,Summer,2011,May,4,0,Saturday,Weekend,Misty,0.5,0.4848,82.0,0.1642,1,4,5,Rendah,Dini Hari
3104,2011-05-14,Summer,2011,May,5,0,Saturday,Weekend,Misty,0.5,0.4848,82.0,0.1045,7,7,14,Rendah,Dini Hari
3105,2011-05-14,Summer,2011,May,6,0,Saturday,Weekend,Misty,0.5,0.4848,88.0,0.1045,2,9,11,Rendah,Pagi
3106,2011-05-14,Summer,2011,May,7,0,Saturday,Weekend,Light_rainsnow,0.48,0.4697,100.0,0.0,4,28,32,Rendah,Pagi
3107,2011-05-14,Summer,2011,May,8,0,Saturday,Weekend,Light_rainsnow,0.5,0.4848,94.0,0.0,16,72,88,Rendah,Pagi
3108,2011-05-14,Summer,2011,May,9,0,Saturday,Weekend,Misty,0.52,0.5,94.0,0.0896,14,86,100,Rendah,Pagi
3109,2011-05-14,Summer,2011,May,10,0,Saturday,Weekend,Misty,0.52,0.5,94.0,0.1642,34,133,167,Rendah,Pagi
3110,2011-05-14,Summer,2011,May,11,0,Saturday,Weekend,Misty,0.52,0.5,94.0,0.1343,72,207,279,Tinggi,Pagi
3111,2011-05-14,Summer,2011,May,12,0,Saturday,Weekend,Light_rainsnow,0.52,0.5,100.0,0.0896,75,204,279,Tinggi,Siang
3112,2011-05-14,Summer,2011,May,13,0,Saturday,Weekend,Light_rainsnow,0.52,0.5,100.0,0.0896,68,180,248,Tinggi,Siang
3113,2011-05-14,Summer,2011,May,14,0,Saturday,Weekend,Misty,0.54,0.5152,94.0,0.1343,57,159,216,Tinggi,Siang
3114,2011-05-14,Summer,2011,May,15,0,Saturday,Weekend,Misty,0.54,0.5152,94.0,0.1642,73,221,294,Tinggi,Siang
3115,2011-05-14,Summer,2011,May,16,0,Saturday,Weekend,Misty,0.54,0.5152,94.0,0.194,107,188,295,Tinggi,Siang
3116,2011-05-14,Summer,2011,May,17,0,Saturday,Weekend,Misty,0.56,0.5303,88.0,0.194,78,194,272,Tinggi,Siang
3117,2011-05-14,Summer,2011,May,18,0,Saturday,Weekend,Misty,0.56,0.5303,88.0,0.2239,88,216,304,Tinggi,Malam
3118,2011-05-14,Summer,2011,May,19,0,Saturday,Weekend,Light_rainsnow,0.54,0.5152,94.0,0.1343,69,179,248,Tinggi,Malam
3119,2011-05-14,Summer,2011,May,20,0,Saturday,Weekend,Light_rainsnow,0.54,0.5152,94.0,0.1343,42,115,157,Rendah,Malam
3120,2011-05-14,Summer,2011,May,21,0,Saturday,Weekend,Light_rainsnow,0.54,0.5152,94.0,0.2239,15,44,59,Rendah,Malam
3121,2011-05-14,Summer,2011,May,22,0,Saturday,Weekend,Light_rainsnow,0.54,0.5152,94.0,0.1642,7,19,26,Rendah,Malam
3122,2011-05-14,Summer,2011,May,23,0,Saturday,Weekend,Light_rainsnow,0.52,0.5,100.0,0.194,11,33,44,Rendah,Malam
3123,2011-05-15,Summer,2011,May,0,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.0,5,34,39,Rendah,Dini Hari
3124,2011-05-15,Summer,2011,May,1,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.1045,4,43,47,Rendah,Dini Hari
3125,2011-05-15,Summer,2011,May,2,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.1343,13,37,50,Rendah,Dini Hari
3126,2011-05-15,Summer,2011,May,3,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.0,11,21,32,Rendah,Dini Hari
3127,2011-05-15,Summer,2011,May,4,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.0,5,8,13,Rendah,Dini Hari
3128,2011-05-15,Summer,2011,May,5,0,Sunday,Weekend,Light_rainsnow,0.52,0.5,100.0,0.1045,3,11,14,Rendah,Dini Hari
3129,2011-05-15,Summer,2011,May,6,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.1343,3,14,17,Rendah,Pagi
3130,2011-05-15,Summer,2011,May,7,0,Sunday,Weekend,Misty,0.52,0.5,100.0,0.1343,4,38,42,Rendah,Pagi
3131,2011-05-15,Summer,2011,May,8,0,Sunday,Weekend,Misty,0.54,0.5152,94.0,0.1343,24,46,70,Rendah,Pagi
3132,2011-05-15,Summer,2011,May,9,0,Sunday,Weekend,Clear,0.58,0.5455,83.0,0.2537,36,98,134,Rendah,Pagi
3133,2011-05-15,Summer,2011,May,10,0,Sunday,Weekend,Clear,0.58,0.5455,83.0,0.2239,73,153,226,Tinggi,Pagi
3134,2011-05-15,Summer,2011,May,11,0,Sunday,Weekend,Clear,0.6,0.5758,78.0,0.2239,120,202,322,Tinggi,Pagi
3135,2011-05-15,Summer,2011,May,12,0,Sunday,Weekend,Clear,0.62,0.5909,73.0,0.2985,120,247,367,Tinggi,Siang
3136,2011-05-15,Summer,2011,May,13,0,Sunday,Weekend,Clear,0.62,0.5909,73.0,0.2836,195,261,456,Tinggi,Siang
3137,2011-05-15,Summer,2011,May,14,0,Sunday,Weekend,Clear,0.64,0.6061,73.0,0.194,183,254,437,Tinggi,Siang
3138,2011-05-15,Summer,2011,May,15,0,Sunday,Weekend,Clear,0.66,0.6212,69.0,0.2537,206,253,459,Tinggi,Siang
3139,2011-05-15,Summer,2011,May,16,0,Sunday,Weekend,Clear,0.64,0.6061,69.0,0.2537,158,282,440,Tinggi,Siang
3140,2011-05-15,Summer,2011,May,17,0,Sunday,Weekend,Light_rainsnow,0.56,0.5303,78.0,0.3582,137,255,392,Tinggi,Siang
3141,2011-05-15,Summer,2011,May,18,0,Sunday,Weekend,Clear,0.56,0.5303,78.0,0.2537,60,177,237,Tinggi,Malam
3142,2011-05-15,Summer,2011,May,19,0,Sunday,Weekend,Clear,0.56,0.5303,83.0,0.1045,78,153,231,Tinggi,Malam
3143,2011-05-15,Summer,2011,May,20,0,Sunday,Weekend,Clear,0.54,0.5152,88.0,0.0,53,138,191,Tinggi,Malam
3144,2011-05-15,Summer,2011,May,21,0,Sunday,Weekend,Clear,0.54,0.5152,88.0,0.0,44,107,151,Rendah,Malam
3145,2011-05-15,Summer,2011,May,22,0,Sunday,Weekend,Clear,0.56,0.5303,83.0,0.0,29,88,117,Rendah,Malam
3146,2011-05-15,Summer,2011,May,23,0,Sunday,Weekend,Clear,0.54,0.5152,88.0,0.2239,18,51,69,Rendah,Malam
3147,2011-05-16,Summer,2011,May,0,0,Monday,Weekday,Clear,0.52,0.5,94.0,0.1045,17,21,38,Rendah,Dini Hari
3148,2011-05-16,Summer,2011,May,1,0,Monday,Weekday,Clear,0.52,0.5,94.0,0.1343,6,8,14,Rendah,Dini Hari
